Compilation	Reference	Reference DOI	Locality	Basin	Place	Region	Sample ID	Latitude	Longitude	Elevation (m)	Slope (m/km)	Type	Lithology	Methodology	Area (km2)	Time interval (yr)	Sediment flux (km3/yr)	Exhumation (m)	Exhumation min (m)	Exhumation max (m)	Erosion rate (mm/yr)	Erosion rate min	Erosion rate max	Comments
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP141	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	1.08390E-03				8.10383E-02	5.85894E-03	9.56252E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP142	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	5.75824E-04				7.82920E-02	3.11256E-03	9.23846E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP143	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	5.41952E-04				7.81089E-02	2.92947E-03	9.21685E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP144	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	2.03232E-04				7.62780E-02	1.09855E-03	9.00080E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP145	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	3.72592E-04				7.71934E-02	2.01401E-03	9.10882E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP146	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	4.74208E-04				7.77427E-02	2.56329E-03	9.17364E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP147	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	5.08080E-04				7.79258E-02	2.74638E-03	9.19524E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP148	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	6.77440E-04				7.88412E-02	3.66184E-03	9.30326E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP149	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	5.08080E-04				7.79258E-02	2.74638E-03	9.19524E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP15	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	1.35488E-04				7.59118E-02	7.32368E-04	8.95759E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP150	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	9.14544E-04				8.01229E-02	4.94348E-03	9.45450E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP151	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	5.41952E-04				7.81089E-02	2.92947E-03	9.21685E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP152	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	5.41952E-04				7.81089E-02	2.92947E-03	9.21685E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP153	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	4.74208E-04				7.77427E-02	2.56329E-03	9.17364E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP16	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	3.04848E-04				7.68272E-02	1.64783E-03	9.06561E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP17	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	2.03232E-04				7.62780E-02	1.09855E-03	9.00080E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP18	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	3.38720E-04				7.70103E-02	1.83092E-03	9.08722E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP19	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	1.35488E-04				7.59118E-02	7.32368E-04	8.95759E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP2	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	3.72592E-04				7.71934E-02	2.01401E-03	9.10882E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP20	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	3.72592E-04				7.71934E-02	2.01401E-03	9.10882E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP21	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	3.38720E-04				7.70103E-02	1.83092E-03	9.08722E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP22	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	2.70976E-04				7.66441E-02	1.46474E-03	9.04400E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP23	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	3.04848E-04				7.68272E-02	1.64783E-03	9.06561E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP24	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	1.35488E-04				7.59118E-02	7.32368E-04	8.95759E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP25	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	5.75824E-04				7.82920E-02	3.11256E-03	9.23846E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP26	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	1.05003E-03				8.08552E-02	5.67585E-03	9.54091E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP27	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	1.74102E-03				8.45903E-02	9.41092E-03	9.98166E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP28	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	2.04248E-03				8.62198E-02	1.10404E-02	1.01739E-01	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP29	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	7.11312E-04				7.90243E-02	3.84493E-03	9.32487E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP3	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	4.40336E-04				7.75596E-02	2.38019E-03	9.15203E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP30	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	3.86141E-04				7.72666E-02	2.08725E-03	9.11746E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP31	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	4.70821E-04				7.77244E-02	2.54498E-03	9.17148E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP32	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	6.43568E-04				7.86581E-02	3.47875E-03	9.28166E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP33	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	4.40336E-04				7.75596E-02	2.38019E-03	9.15203E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP34	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	1.69360E-04				7.60949E-02	9.15459E-04	8.97920E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP35	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	4.74208E-04				7.77427E-02	2.56329E-03	9.17364E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP36	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	8.46800E-04				7.97567E-02	4.57730E-03	9.41129E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP37	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	1.72747E-04				7.61132E-02	9.33769E-04	8.98136E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP38	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	7.45184E-04				7.92074E-02	4.02802E-03	9.34647E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP39	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	5.41952E-04				7.81089E-02	2.92947E-03	9.21685E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP4	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	1.35488E-04				7.59118E-02	7.32368E-04	8.95759E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP40	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	4.74208E-04				7.77427E-02	2.56329E-03	9.17364E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP41	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	5.41952E-04				7.81089E-02	2.92947E-03	9.21685E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP42	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	3.31946E-04				7.69737E-02	1.79430E-03	9.08290E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP43	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	6.77440E-04				7.88412E-02	3.66184E-03	9.30326E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP44	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	2.91299E-04				7.67540E-02	1.57459E-03	9.05697E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP45	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	3.38720E-04				7.70103E-02	1.83092E-03	9.08722E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP46	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	2.20168E-03				8.70804E-02	1.19010E-02	1.02755E-01	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
GloRiSe	Van der Perck and Espinosa Vilches 2020, van der Weijden and Middelburg 1989	10.1007/s11368-019-02490-5	Lobit at German-Dutch border	Rhine	Netherlands	Europe	NLD-RHN-111112-VDP47	51.84913	6.10191		7.87424	Fluvial		Volumetric	1.85000E+05	2.74000E-03	3.08235E-04				7.68455E-02	1.66614E-03	9.06777E-02	Min is TSS only, reported is TSS+TDS (some reported, some interpolated), max adds 18% bedload
